text,sentiment,topic,intent,binary
طلباء کو معیاری تعلیم فراہم نہیں کی جا رہی۔,negative,education,Complaint,relevant
کیا آپ مجھے کالج کے داخلے کے آخری تاریخ بتا سکتے ہیں؟,neutral,education,Inquiry,relevant
اساتذہ کی محنت سے طلباء نے نمایاں کامیابی حاصل کی۔,positive,education,Feedback,relevant
مجھے اسکول کے نصاب میں تبدیلی کے بارے میں کچھ معلومات درکار ہیں۔,neutral,education,Inquiry,relevant
ملک میں بڑھتی ہوئی آبادی تشویشناک ہے۔,negative,population,Complaint,relevant
کیا حکومت آبادی پر قابو پانے کے لیے اقدامات کر رہی ہے؟,neutral,population,Inquiry,relevant
ہمیں آبادی کے کنٹرول کے بارے میں شعور بیدار کرنے کی ضرورت ہے۔,neutral,population,Request,relevant
آبادی کا زیادہ ہونا وسائل پر دباؤ ڈالتا ہے۔,negative,population,Complaint,relevant
یہ منصوبہ آبادی کے کنٹرول میں بہت مددگار ثابت ہوگا۔,positive,population,Feedback,relevant
کیا آپ مجھے آبادی کے اعداد و شمار فراہم کر سکتے ہیں؟,neutral,population,Inquiry,relevant
یہ سماجی پروگرام آبادی کو مستحکم کرنے میں اہم کردار ادا کرے گا۔,positive,population,Feedback,relevant
عوام الناس کو خاندانی منصوبہ بندی کی اہمیت سمجھائی جائے۔,neutral,population,Request,relevant
بڑھتی آبادی سے روزگار کے مواقع کم ہو رہے ہیں۔,negative,population,Complaint,relevant
ہم آبادی کو کنٹرول کرنے کے لیے بہتر پالیسیاں چاہتے ہیں۔,neutral,population,Request,relevant
یہ موسم انتہائی خوبصورت ہے۔,positive,other,Feedback,irrelevant
میں نے نیا موبائل خریدا ہے، یہ بہت اچھا کام کرتا ہے۔,positive,other,Feedback,irrelevant
پرانی گاڑی خراب ہو گئی ہے، مرمت کروانی پڑے گی۔,negative,other,Complaint,irrelevant
کیا آپ بتا سکتے ہیں کہ فلم کب ریلیز ہوگی؟,neutral,other,Inquiry,irrelevant
مجھے کرکٹ میچ کے ٹکٹ چاہیے۔,neutral,other,Request,irrelevant
یہ کتاب واقعی بہت دلچسپ ہے۔,positive,other,Feedback,irrelevant
شہر میں ٹریفک کا نظام بہت خراب ہے۔,negative,other,Complaint,irrelevant
کیا آپ مجھے قریب ترین ریستوران کا راستہ بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
میں ایک پالتو جانور خریدنا چاہتا ہوں۔,neutral,other,Request,irrelevant
مجھے اس ہوٹل کا تجربہ بہت اچھا لگا۔,positive,other,Feedback,irrelevant
یہ ہسپتال میں ڈاکٹرز بہت تعاون کرتے ہیں۔,positive,health,Feedback,relevant
دوا وقت پر نہ لینے کی وجہ سے میری طبیعت بگڑ گئی۔,negative,health,Complaint,relevant
کیا آپ مجھے قریب ترین فارمیسی کا پتہ بتا سکتے ہیں؟,neutral,health,Inquiry,relevant
مجھے بخار ہے، کیا آپ مجھے کوئی دوا تجویز کر سکتے ہیں؟,neutral,health,Request,relevant
یہ ایک صحت مند طرز زندگی گزارنے کا بہت اچھا مشورہ ہے۔,positive,health,Feedback,relevant
مجھے ہسپتال کی سہولیات سے کوئی شکایت نہیں ہے۔,negative,health,Complaint,relevant
کیا آپ مجھے بتائیں گے کہ ویکسین کب دستیاب ہوگی؟,neutral,health,Inquiry,relevant
مجھے صحت کے بارے میں مزید معلومات درکار ہیں۔,neutral,health,Request,relevant
نرسوں کا رویہ بہت دوستانہ اور مددگار تھا۔,positive,health,Feedback,relevant
حکومتی پالیسیوں سے صحت کا شعبہ بہتر ہوا ہے۔,positive,health,Feedback,relevant
کیا اگلے ہفتے اسکول کی چھٹیاں بڑھائی جائیں گی؟,neutral,education,Inquiry,relevant
اساتذہ کا تدریسی معیار بہت بلند ہے۔,positive,education,Feedback,relevant
مجھے داخلہ کے قواعد و ضوابط سمجھ نہیں آئے۔,negative,education,Complaint,relevant
کیا آپ مجھے اس کالج میں داخلے کے لیے درخواست کا فارم دے سکتے ہیں؟,neutral,education,Request,relevant
یہ نصابی کتاب بہت معلوماتی ہے۔,positive,education,Feedback,relevant
طلباء کے نتائج توقعات سے کم رہے۔,negative,education,Complaint,relevant
میں اپنے بچے کے اسکول کے بارے میں پوچھنا چاہتا ہوں۔,neutral,education,Inquiry,relevant
ہمیں مزید اساتذہ کی ضرورت ہے۔,neutral,education,Request,relevant
اساتذہ کی محنت قابل تعریف ہے۔,positive,education,Feedback,relevant
حکومت نے تعلیم کے بجٹ میں اضافہ کیا ہے۔,positive,education,Feedback,relevant
بڑھتی ہوئی آبادی ملک کے لیے ایک بڑا چیلنج ہے۔,negative,population,Complaint,relevant
کیا آپ آبادی کے کنٹرول کے اقدامات کے بارے میں بتا سکتے ہیں؟,neutral,population,Inquiry,relevant
مجھے آبادی کے اعداد و شمار جمع کرنے میں مدد درکار ہے۔,neutral,population,Request,relevant
یہ منصوبہ آبادی کے کنٹرول میں مددگار ثابت ہوگا۔,positive,population,Feedback,relevant
حکومتی پالیسیوں سے آبادی میں کمی واقع ہوئی ہے۔,positive,population,Feedback,relevant
ملازمتوں کی کمی کی وجہ سے آبادی کا دباؤ بڑھ رہا ہے۔,negative,population,Complaint,relevant
کیا آپ آبادی کی شرح نمو کے بارے میں معلومات فراہم کر سکتے ہیں؟,neutral,population,Inquiry,relevant
ہمیں آبادی کے مسائل پر تحقیق کرنے کی ضرورت ہے۔,neutral,population,Request,relevant
حکومت نے آبادی کے کنٹرول کے لیے اقدامات کیے ہیں۔,positive,population,Feedback,relevant
یہ خبر آبادی کے بڑھنے کے بارے میں پریشان کن ہے۔,negative,population,Complaint,relevant
یہ نیا گانا بہت خوبصورت ہے۔,positive,other,Feedback,irrelevant
فلم کا اختتام مجھے بالکل پسند نہیں آیا۔,negative,other,Complaint,irrelevant
کیا آپ مجھے بتا سکتے ہیں کہ آج موسم کیسا رہے گا؟,neutral,other,Inquiry,irrelevant
مجھے اس کتاب کے بارے میں مزید معلومات چاہیے تھیں۔,neutral,other,Request,irrelevant
یہ ریستوران کا کھانا لاجواب ہے۔,positive,other,Feedback,irrelevant
مجھے ٹریفک جام کی وجہ سے بہت پریشانی ہوئی۔,negative,other,Complaint,irrelevant
کیا آپ مجھے قریب ترین پارک کا راستہ بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
مجھے اس موضوع پر تحقیق کرنے میں مدد کی ضرورت ہے۔,neutral,other,Request,irrelevant
یہ خبر بہت مثبت اور حوصلہ افزا ہے۔,positive,other,Feedback,irrelevant
میرا نیا فون چوری ہو گیا ہے۔,negative,other,Complaint,irrelevant
یہ ہسپتال میں ڈاکٹرز بہت تعاون کرتے ہیں۔,positive,health,Feedback,relevant
کیا اگلے ہفتے اسکول کی چھٹیاں بڑھائی جائیں گی؟,neutral,education,Inquiry,relevant
ملک میں بڑھتی ہوئی آبادی تشویشناک ہے۔,negative,population,Feedback,relevant
مجھے نئی کتابیں خریدنے کے لیے رقم کی ضرورت ہے۔,neutral,other,Request,irrelevant
اس پرائمری اسکول کے اساتذہ بہت محنتی ہیں۔,positive,education,Feedback,relevant
میرا اپوائنٹمنٹ کینسل ہو گیا ہے، کیا اسے دوبارہ شیڈول کیا جا سکتا ہے؟,negative,health,Request,relevant
حکومت کو آبادی پر قابو پانے کے لیے سخت اقدامات کرنے چاہئیں۔,negative,population,Complaint,relevant
یہاں موسم بہت خوشگوار ہے۔,positive,other,Feedback,irrelevant
میڈیکل کالج میں داخلے کے لیے اہلیت کا معیار کیا ہے؟,neutral,education,Inquiry,relevant
ہسپتال میں سہولیات کا فقدان ہے، یہ بہت افسوسناک ہے۔,negative,health,Complaint,relevant
کیا آپ مجھے بتا سکتے ہیں کہ آبادی کی گنتی کب شروع ہوگی؟,neutral,population,Inquiry,relevant
میں فلم دیکھنے جانا چاہتا ہوں۔,neutral,other,Request,irrelevant
یونیورسٹی کے امتحانات میں کامیابی کے لیے ہمیں سخت محنت کرنی پڑتی ہے۔,positive,education,Feedback,relevant
مجھے بخار ہے اور جسم میں درد بھی ہے۔,negative,health,Inquiry,relevant
بڑھتی ہوئی آبادی سے وسائل پر دباؤ پڑتا ہے۔,negative,population,Feedback,relevant
مجھے نیا فون خریدنا ہے۔,neutral,other,Request,irrelevant
اسکول میں نیا نصاب متعارف کرایا گیا ہے۔,neutral,education,Feedback,relevant
دوا وقت پر نہ لینے سے صحت خراب ہو سکتی ہے۔,negative,health,Feedback,relevant
کیا حکومت آبادی کنٹرول کے لیے کوئی منصوبہ بنا رہی ہے؟,neutral,population,Inquiry,relevant
یہ کتاب بہت دلچسپ ہے۔,positive,other,Feedback,irrelevant
اس اسپتال میں مریضوں کی دیکھ بھال بہت اچھی ہے۔,positive,health,Feedback,relevant
طلباء کو پڑھائی پر زیادہ توجہ دینی چاہیے۔,positive,education,Feedback,relevant
آبادی کے لحاظ سے وسائل کی تقسیم کا مسئلہ ہے۔,negative,population,Complaint,relevant
میں آپ سے پوچھنا چاہتا ہوں کہ یہ کام کیسے ہوگا۔,neutral,other,Inquiry,irrelevant
دوا کی دکان کہاں ہے؟,neutral,health,Inquiry,relevant
تعلیمی نظام میں اصلاحات کی اشد ضرورت ہے۔,negative,education,Complaint,relevant
بچوں کی صحت کا خیال رکھنا بہت ضروری ہے۔,positive,health,Feedback,relevant
ہمیں آبادی میں اضافے کو روکنے کے لیے شعور بیدار کرنا ہوگا۔,positive,population,Feedback,relevant
یہاں ٹریفک کا نظام خراب ہے۔,negative,other,Complaint,irrelevant
میں دوبارہ داخلہ لینا چاہتا ہوں۔,neutral,education,Request,relevant
ڈاکٹر صاحب، مجھے کچھ پریشانی ہو رہی ہے۔,negative,health,Inquiry,relevant
بڑھتی ہوئی آبادی سے غربت میں اضافہ ہوتا ہے۔,negative,population,Feedback,relevant
مجھے اپنا شناختی کارڈ گم ہو گیا ہے۔,negative,other,Complaint,irrelevant
کیا آپ مجھے اسکول کے وقت کے بارے میں بتا سکتے ہیں؟,neutral,education,Inquiry,relevant
ہسپتال میں ایمرجنسی سروسز بہت اچھی ہیں۔,positive,health,Feedback,relevant
ہم چاہتے ہیں کہ آبادی کے کنٹرول کے لیے اقدامات کیے جائیں۔,positive,population,Request,relevant
یہ ریستوران کا کھانا بہت لذیذ ہے۔,positive,other,Feedback,irrelevant
اساتذہ نے بہت اچھا کام کیا ہے۔,positive,education,Feedback,relevant
مجھے صحت کی دیکھ بھال کی سہولیات بہتر بنانے کی درخواست کرنی ہے۔,positive,health,Request,relevant
کیا آپ آبادی کے اعداد و شمار فراہم کر سکتے ہیں؟,neutral,population,Inquiry,relevant
یہ ہسپتال میں ڈاکٹرز بہت تعاون کرتے ہیں۔,positive,health,Feedback,relevant
میں شدید بخار میں مبتلا ہوں، براہ کرم مجھے کسی اچھے ڈاکٹر کا مشورہ دیں۔,neutral,health,Request,relevant
اس دوا کے استعمال کے بعد میری طبیعت مزید خراب ہوگئی ہے۔,negative,health,Complaint,relevant
کیا آپ مجھے قریب ترین کلینک کا پتہ بتا سکتے ہیں؟,neutral,health,Inquiry,relevant
طبی سہولیات کی عدم دستیابی پر شدید تشویش ہے۔,negative,health,Complaint,relevant
دوا کی تاثیر واقعی قابل تعریف ہے۔,positive,health,Feedback,relevant
میں ہسپتال کے عملے کی اچھی کارکردگی کی تعریف کرنا چاہتا ہوں۔,positive,health,Feedback,relevant
مجھے یہ جاننا ہے کہ اس بیماری کا علاج کب تک مکمل ہو جائے گا۔,neutral,health,Inquiry,relevant
